relative_path,top_folder,bucket,filename,extension,md5_annas,title_from_filename,author_from_filename,size_bytes
"hd/Human Design_ The Definitive Book of Human Design, The -- Ra Uru Hu; Lynda Bunnell; Bethi Black; Donna Garlinghouse; -- 1st Edition, 2011 -- HDC -- isbn13 9780615552149 -- 9dca21af0cc6ec08f9356f64f9b5fb11 -- Anna’s Archive.pdf",hd,hd_ra,"Human Design_ The Definitive Book of Human Design, The -- Ra Uru Hu; Lynda Bunnell; Bethi Black; Donna Garlinghouse; -- 1st Edition, 2011 -- HDC -- isbn13 9780615552149 -- 9dca21af0cc6ec08f9356f64f9b5fb11 -- Anna’s Archive.pdf",.pdf,9dca21af0cc6ec08f9356f64f9b5fb11,"Human Design_ The Definitive Book of Human Design, The",Ra Uru Hu; Lynda Bunnell; Bethi Black; Donna Garlinghouse;,164634268
"hd/I Ching _ The Oracle Of The Cosmic Way (Q) -- Carol K_ Anthony, Hanna Moog -- Place of publication not identified, 2002 -- Anthony Publishing Company -- isbn13 9781890764043 -- 714a9cdfc6f041879be9b83dfc0feb93 -- Anna’s Archive.pdf",hd,hd_ra,"I Ching _ The Oracle Of The Cosmic Way (Q) -- Carol K_ Anthony, Hanna Moog -- Place of publication not identified, 2002 -- Anthony Publishing Company -- isbn13 9781890764043 -- 714a9cdfc6f041879be9b83dfc0feb93 -- Anna’s Archive.pdf",.pdf,714a9cdfc6f041879be9b83dfc0feb93,I Ching _ The Oracle Of The Cosmic Way (Q),"Carol K_ Anthony, Hanna Moog",33427059
hd/Incarnation Crosses by Profile (Complete) -- Ra Uru Hu -- 2012 -- International Human Design School -- 9ce108ffd13761f1e7b7c7dfc4683b07 -- Anna’s Archive.pdf,hd,hd_ra,Incarnation Crosses by Profile (Complete) -- Ra Uru Hu -- 2012 -- International Human Design School -- 9ce108ffd13761f1e7b7c7dfc4683b07 -- Anna’s Archive.pdf,.pdf,9ce108ffd13761f1e7b7c7dfc4683b07,Incarnation Crosses by Profile (Complete),Ra Uru Hu,15750347
hd/Lunar & Planetary Color -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 072b03134dbf14640a29f357b4b552e0 -- Anna’s Archive.pdf,hd,hd_ra,Lunar & Planetary Color -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 072b03134dbf14640a29f357b4b552e0 -- Anna’s Archive.pdf,.pdf,072b03134dbf14640a29f357b4b552e0,Lunar & Planetary Color,Ra Uru Hu,6462889
hd/Lunar & Planetary Color Analysis -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- b38abe08f4f0049d694fde31cee6c7b8 -- Anna’s Archive.pdf,hd,hd_ra,Lunar & Planetary Color Analysis -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- b38abe08f4f0049d694fde31cee6c7b8 -- Anna’s Archive.pdf,.pdf,b38abe08f4f0049d694fde31cee6c7b8,Lunar & Planetary Color Analysis,Ra Uru Hu,2568099
hd/Manifestor Manifesto -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 2dc92019152fa02d0c5a41881fe71baf -- Anna’s Archive.pdf,hd,hd_ra,Manifestor Manifesto -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 2dc92019152fa02d0c5a41881fe71baf -- Anna’s Archive.pdf,.pdf,2dc92019152fa02d0c5a41881fe71baf,Manifestor Manifesto,Ra Uru Hu,1247914
hd/Never Mind Final -- RA URU HU -- 8ab7f55c3f4d1c28c35f5322e1c450c1 -- Anna’s Archive.pdf,hd,hd_ra,Never Mind Final -- RA URU HU -- 8ab7f55c3f4d1c28c35f5322e1c450c1 -- Anna’s Archive.pdf,.pdf,8ab7f55c3f4d1c28c35f5322e1c450c1,Never Mind Final,RA URU HU,3982226
hd/Partnership Analysis -- Ra Uru Hu -- International Human Design School -- 0cbcf9ee172cd2944a97a6ee41f80fee -- Anna’s Archive.pdf,hd,hd_ra,Partnership Analysis -- Ra Uru Hu -- International Human Design School -- 0cbcf9ee172cd2944a97a6ee41f80fee -- Anna’s Archive.pdf,.pdf,0cbcf9ee172cd2944a97a6ee41f80fee,Partnership Analysis,Ra Uru Hu,4279452
hd/Personality Resonance Mapping - The Way of the Mind -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- 920f0d94c1ad3ce3c01210b48e8e368d -- Anna’s Archive.pdf,hd,hd_ra,Personality Resonance Mapping - The Way of the Mind -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- 920f0d94c1ad3ce3c01210b48e8e368d -- Anna’s Archive.pdf,.pdf,920f0d94c1ad3ce3c01210b48e8e368d,Personality Resonance Mapping - The Way of the Mind,Ra Uru Hu,5299139
hd/Post-Graduate Rave Psychology -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- d936287b07b5c89c3a0a9666a0e9aec8 -- Anna’s Archive.pdf,hd,hd_ra,Post-Graduate Rave Psychology -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- d936287b07b5c89c3a0a9666a0e9aec8 -- Anna’s Archive.pdf,.pdf,d936287b07b5c89c3a0a9666a0e9aec8,Post-Graduate Rave Psychology,Ra Uru Hu,9826654
"hd/PRIMARY HEALTH SYSTEM - Determination & Healing (Year 1, Sem 2 -- Ra Uru Hu -- PHS Practitioner Program, 2006 -- 8454b6e1de0d50be5382b728c2536498.pdf",hd,hd_ra,"PRIMARY HEALTH SYSTEM - Determination & Healing (Year 1, Sem 2 -- Ra Uru Hu -- PHS Practitioner Program, 2006 -- 8454b6e1de0d50be5382b728c2536498.pdf",.pdf,8454b6e1de0d50be5382b728c2536498,"PRIMARY HEALTH SYSTEM - Determination & Healing (Year 1, Sem 2",Ra Uru Hu,4184964
"hd/PRIMARY HEALTH SYSTEM - Determination and Healing (Year 1, Sem 3 -- Ra Uru Hu -- PHS Analyst Certification Program, 2008 -- a8920ee4ff8589ccefe7447a83745005.pdf",hd,hd_ra,"PRIMARY HEALTH SYSTEM - Determination and Healing (Year 1, Sem 3 -- Ra Uru Hu -- PHS Analyst Certification Program, 2008 -- a8920ee4ff8589ccefe7447a83745005.pdf",.pdf,a8920ee4ff8589ccefe7447a83745005,"PRIMARY HEALTH SYSTEM - Determination and Healing (Year 1, Sem 3",Ra Uru Hu,2225787
"hd/PRIMARY HEALTH SYSTEM - The Mechanics of the Vehicle (Year 1, Sem 1 -- Ra Uru Hu -- PHS Analyst Certification Program, 2006 -- 00f3848700fdc92aa6cb3cb0f9cdfa28.pdf",hd,hd_ra,"PRIMARY HEALTH SYSTEM - The Mechanics of the Vehicle (Year 1, Sem 1 -- Ra Uru Hu -- PHS Analyst Certification Program, 2006 -- 00f3848700fdc92aa6cb3cb0f9cdfa28.pdf",.pdf,00f3848700fdc92aa6cb3cb0f9cdfa28,"PRIMARY HEALTH SYSTEM - The Mechanics of the Vehicle (Year 1, Sem 1",Ra Uru Hu,7220775
hd/Projector Empowerment - Part 1_ Lectures -- Ra Uru Hu -- Projector Empowerment - Part 1 -- Jovian Archive -- 8e2f39b9ed00432370c0a9a301c42192 -- Anna’s Archive.pdf,hd,hd_ra,Projector Empowerment - Part 1_ Lectures -- Ra Uru Hu -- Projector Empowerment - Part 1 -- Jovian Archive -- 8e2f39b9ed00432370c0a9a301c42192 -- Anna’s Archive.pdf,.pdf,8e2f39b9ed00432370c0a9a301c42192,Projector Empowerment - Part 1_ Lectures,Ra Uru Hu,2423394
hd/Quarters and Angles -- Ra Uru Hu -- International Human Design School -- bb1ced1468705ddbd18f7b7817702c0b -- Anna’s Archive.pdf,hd,hd_ra,Quarters and Angles -- Ra Uru Hu -- International Human Design School -- bb1ced1468705ddbd18f7b7817702c0b -- Anna’s Archive.pdf,.pdf,bb1ced1468705ddbd18f7b7817702c0b,Quarters and Angles,Ra Uru Hu,3256991
hd/Radical Transformations - The Four Lectures -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 5bc25cd499d24503c478db7302fd2aae -- Anna’s Archive.pdf,hd,hd_ra,Radical Transformations - The Four Lectures -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 5bc25cd499d24503c478db7302fd2aae -- Anna’s Archive.pdf,.pdf,5bc25cd499d24503c478db7302fd2aae,Radical Transformations - The Four Lectures,Ra Uru Hu,3255513
"hd/Rave Anatomy I - Mapping the Mechanics of the Maia -- Ra Uru Hu -- Rave Anatomy, 2012 -- International Human Design School -- 096c16f8c017f28e496da10466fd8b47 -- Anna’s Archive.pdf",hd,hd_ra,"Rave Anatomy I - Mapping the Mechanics of the Maia -- Ra Uru Hu -- Rave Anatomy, 2012 -- International Human Design School -- 096c16f8c017f28e496da10466fd8b47 -- Anna’s Archive.pdf",.pdf,096c16f8c017f28e496da10466fd8b47,Rave Anatomy I - Mapping the Mechanics of the Maia,Ra Uru Hu,4741878
"hd/Rave Anatomy II - The Awareness Lectures -- Ra Uru Hu -- Rave Anatomy, 2012 -- International Human Design School -- fc741e103b06d255fe5ffaf80a42ecea -- Anna’s Archive.pdf",hd,hd_ra,"Rave Anatomy II - The Awareness Lectures -- Ra Uru Hu -- Rave Anatomy, 2012 -- International Human Design School -- fc741e103b06d255fe5ffaf80a42ecea -- Anna’s Archive.pdf",.pdf,fc741e103b06d255fe5ffaf80a42ecea,Rave Anatomy II - The Awareness Lectures,Ra Uru Hu,4843264
hd/Rave BodyGraph Circuitry -- Ra Uru Hu -- 2012 -- 729f3b4516a4b6caca7cb0b0205432e7 -- Anna’s Archive.pdf,hd,hd_ra,Rave BodyGraph Circuitry -- Ra Uru Hu -- 2012 -- 729f3b4516a4b6caca7cb0b0205432e7 -- Anna’s Archive.pdf,.pdf,729f3b4516a4b6caca7cb0b0205432e7,Rave BodyGraph Circuitry,Ra Uru Hu,32881864
hd/Rave Cosmology I_ Bhan Tugh -- Ra Uru Hu -- c2d7ffbe32eb56f548305eadd9b23711 -- Anna’s Archive.pdf,hd,hd_ra,Rave Cosmology I_ Bhan Tugh -- Ra Uru Hu -- c2d7ffbe32eb56f548305eadd9b23711 -- Anna’s Archive.pdf,.pdf,c2d7ffbe32eb56f548305eadd9b23711,Rave Cosmology I_ Bhan Tugh,Ra Uru Hu,12423085
hd/Rave Cosmology II_ The six mystical ways -- Ra Uru Hu -- 977fa1f53f6aaf90df5be6afc09c3807 -- Anna’s Archive.pdf,hd,hd_ra,Rave Cosmology II_ The six mystical ways -- Ra Uru Hu -- 977fa1f53f6aaf90df5be6afc09c3807 -- Anna’s Archive.pdf,.pdf,977fa1f53f6aaf90df5be6afc09c3807,Rave Cosmology II_ The six mystical ways,Ra Uru Hu,3051119
hd/Rave Cosmology III_ Dying Death and the Bardo Stages -- Ra Uru Hu -- 47f60cd1ca56644008c3cf38d1e9d0a1 -- Anna’s Archive.pdf,hd,hd_ra,Rave Cosmology III_ Dying Death and the Bardo Stages -- Ra Uru Hu -- 47f60cd1ca56644008c3cf38d1e9d0a1 -- Anna’s Archive.pdf,.pdf,47f60cd1ca56644008c3cf38d1e9d0a1,Rave Cosmology III_ Dying Death and the Bardo Stages,Ra Uru Hu,7487521
hd/Rave Cosmology VIII Mystic Monologues -- Ra Uru Hu -- fe799c279b2cc636dfabc384215c309e -- Anna’s Archive.pdf,hd,hd_ra,Rave Cosmology VIII Mystic Monologues -- Ra Uru Hu -- fe799c279b2cc636dfabc384215c309e -- Anna’s Archive.pdf,.pdf,fe799c279b2cc636dfabc384215c309e,Rave Cosmology VIII Mystic Monologues,Ra Uru Hu,3004585
hd/Rave Psychology - Personality External color book (Black -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- cc6cfc6f9f1415d7223a6a3aa26eda49 -- Anna’s Archive.pdf,hd,hd_ra,Rave Psychology - Personality External color book (Black -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- cc6cfc6f9f1415d7223a6a3aa26eda49 -- Anna’s Archive.pdf,.pdf,cc6cfc6f9f1415d7223a6a3aa26eda49,Rave Psychology - Personality External color book (Black,Ra Uru Hu,5443222
hd/Rave Psychology - Personality External color book (White -- Ra Uru Hu -- International Human Design School (IHDS) -- 0e057eb7191fd94fc132c85cb6eb170b -- Anna’s Archive.pdf,hd,hd_ra,Rave Psychology - Personality External color book (White -- Ra Uru Hu -- International Human Design School (IHDS) -- 0e057eb7191fd94fc132c85cb6eb170b -- Anna’s Archive.pdf,.pdf,0e057eb7191fd94fc132c85cb6eb170b,Rave Psychology - Personality External color book (White,Ra Uru Hu,3170757
hd/Scenes From The Cross Of Life_ The Nodal Environments(Human -- Ra Uru Hu -- 2005 -- 63dd10d18975b7ccd26e6647c2dd8491 -- Anna’s Archive.pdf,hd,hd_ra,Scenes From The Cross Of Life_ The Nodal Environments(Human -- Ra Uru Hu -- 2005 -- 63dd10d18975b7ccd26e6647c2dd8491 -- Anna’s Archive.pdf,.pdf,63dd10d18975b7ccd26e6647c2dd8491,Scenes From The Cross Of Life_ The Nodal Environments(Human,Ra Uru Hu,2112129
hd/The 36 Roles - Genetic Continuity and Mastery of Lines -- Ra Uru Hu -- 2010 -- 8ef5416367bdef874b16bc5d1c676e7e -- Anna’s Archive.pdf,hd,hd_ra,The 36 Roles - Genetic Continuity and Mastery of Lines -- Ra Uru Hu -- 2010 -- 8ef5416367bdef874b16bc5d1c676e7e -- Anna’s Archive.pdf,.pdf,8ef5416367bdef874b16bc5d1c676e7e,The 36 Roles - Genetic Continuity and Mastery of Lines,Ra Uru Hu,1057082
hd/The Black Book -- Ra Uru Hu -- International Human Design School -- 891d99a7ae3999bd54ad16acc8d30cb7 -- Anna’s Archive.pdf,hd,hd_ra,The Black Book -- Ra Uru Hu -- International Human Design School -- 891d99a7ae3999bd54ad16acc8d30cb7 -- Anna’s Archive.pdf,.pdf,891d99a7ae3999bd54ad16acc8d30cb7,The Black Book,Ra Uru Hu,3936104
hd/The Complete Rave I'Ching -- Ra Uru Hu -- 2011 -- Human Design America -- 9daaa92ce652fb06739333271bf7f3fe -- Anna’s Archive.pdf,hd,hd_ra,The Complete Rave I'Ching -- Ra Uru Hu -- 2011 -- Human Design America -- 9daaa92ce652fb06739333271bf7f3fe -- Anna’s Archive.pdf,.pdf,9daaa92ce652fb06739333271bf7f3fe,The Complete Rave I'Ching,Ra Uru Hu,9897388
hd/The Four Views -- Ra Uru Hu -- 2007 -- Jovian Archive Corporation -- b7345d74e5d85ab9fc4a7f3ed48f8f70 -- Anna’s Archive.pdf,hd,hd_ra,The Four Views -- Ra Uru Hu -- 2007 -- Jovian Archive Corporation -- b7345d74e5d85ab9fc4a7f3ed48f8f70 -- Anna’s Archive.pdf,.pdf,b7345d74e5d85ab9fc4a7f3ed48f8f70,The Four Views,Ra Uru Hu,5509252
hd/The Human Design System - A Complete Guide -- Ra Uru Hu -- 2012 -- International Human Design School (IHDS) -- 0ab49372f4a7e53fa8234071d2936aab -- Anna’s Archive.pdf,hd,hd_ra,The Human Design System - A Complete Guide -- Ra Uru Hu -- 2012 -- International Human Design School (IHDS) -- 0ab49372f4a7e53fa8234071d2936aab -- Anna’s Archive.pdf,.pdf,0ab49372f4a7e53fa8234071d2936aab,The Human Design System - A Complete Guide,Ra Uru Hu,3717435
hd/The Human Design System - Sex Manual -- Ra Uru Hu -- 1996 -- 4688baa6786530ab2b9f155594a5f359 -- Anna’s Archive.pdf,hd,hd_ra,The Human Design System - Sex Manual -- Ra Uru Hu -- 1996 -- 4688baa6786530ab2b9f155594a5f359 -- Anna’s Archive.pdf,.pdf,4688baa6786530ab2b9f155594a5f359,The Human Design System - Sex Manual,Ra Uru Hu,49821583
hd/The Incarnation Cross Clinic _ Lectures Day 1 _ Part 1 and 2 -- Ra Uru Hu -- 2022 -- Jovian Archive -- 5c5682e5f4a150394df3073c10571fc9 -- Anna’s Archive.pdf,hd,hd_ra,The Incarnation Cross Clinic _ Lectures Day 1 _ Part 1 and 2 -- Ra Uru Hu -- 2022 -- Jovian Archive -- 5c5682e5f4a150394df3073c10571fc9 -- Anna’s Archive.pdf,.pdf,5c5682e5f4a150394df3073c10571fc9,The Incarnation Cross Clinic _ Lectures Day 1 _ Part 1 and 2,Ra Uru Hu,2088370
hd/The Life Force - The Channels -- Ra Uru Hu -- 0709f47812468b7c9765dc7de254234a -- Anna’s Archive.pdf,hd,hd_ra,The Life Force - The Channels -- Ra Uru Hu -- 0709f47812468b7c9765dc7de254234a -- Anna’s Archive.pdf,.pdf,0709f47812468b7c9765dc7de254234a,The Life Force - The Channels,Ra Uru Hu,4922515
hd/The Not-Self 人類設計) -- Ra Uru Hu -- 2008 -- d85fb70864f5afff46cb0dd7165f5e71 -- Anna’s Archive.pdf,hd,hd_ra,The Not-Self 人類設計) -- Ra Uru Hu -- 2008 -- d85fb70864f5afff46cb0dd7165f5e71 -- Anna’s Archive.pdf,.pdf,d85fb70864f5afff46cb0dd7165f5e71,The Not-Self 人類設計),Ra Uru Hu,1813012
hd/The Six Lines - The Decoding of the Hexagramm -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- 7cfa3b4fc6f59258346abb4c1771bad5 -- Anna’s Archive.pdf,hd,hd_ra,The Six Lines - The Decoding of the Hexagramm -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- 7cfa3b4fc6f59258346abb4c1771bad5 -- Anna’s Archive.pdf,.pdf,7cfa3b4fc6f59258346abb4c1771bad5,The Six Lines - The Decoding of the Hexagramm,Ra Uru Hu,1255246
hd/Understanding the Planets in our Design - A COURSE IN -- Ra Uru Hu; Richard Rudd -- 2003 -- 0f6000a382df606300cf32dada9889a1 -- Anna’s Archive.pdf,hd,hd_ra,Understanding the Planets in our Design - A COURSE IN -- Ra Uru Hu; Richard Rudd -- 2003 -- 0f6000a382df606300cf32dada9889a1 -- Anna’s Archive.pdf,.pdf,0f6000a382df606300cf32dada9889a1,Understanding the Planets in our Design - A COURSE IN,Ra Uru Hu; Richard Rudd,1993106
I Ching/64keys_Blue-I-Ching.pdf,I Ching,i_ching,64keys_Blue-I-Ching.pdf,.pdf,,64keys_Blue-I-Ching.pdf,,13367941
"I Ching/I Ching =_ The classic of changes -- Shaughnessy, Edward L_, 1952- -- Classics of ancient China, 1st ed_, New York, New York -- New York _ Ballantine -- isbn13 9780345362438 -- 6fdd8fb06918b30ffea37cd81d4acf48 -- Anna’s Archive.pdf",I Ching,i_ching,"I Ching =_ The classic of changes -- Shaughnessy, Edward L_, 1952- -- Classics of ancient China, 1st ed_, New York, New York -- New York _ Ballantine -- isbn13 9780345362438 -- 6fdd8fb06918b30ffea37cd81d4acf48 -- Anna’s Archive.pdf",.pdf,6fdd8fb06918b30ffea37cd81d4acf48,I Ching =_ The classic of changes,"Shaughnessy, Edward L_, 1952-",13846128
"I Ching/I Ching_ The Classic Chinese Oracle of Change [The First -- Rudolf and Stephen Karcher (translated by) Ritsema -- New York, New York State, 1995 -- isbn13 9781566199452 -- ebc4ca2fbe7f0152a22cdb8179a91453 -- Anna’s Archive.pdf",I Ching,i_ching,"I Ching_ The Classic Chinese Oracle of Change [The First -- Rudolf and Stephen Karcher (translated by) Ritsema -- New York, New York State, 1995 -- isbn13 9781566199452 -- ebc4ca2fbe7f0152a22cdb8179a91453 -- Anna’s Archive.pdf",.pdf,ebc4ca2fbe7f0152a22cdb8179a91453,I Ching_ The Classic Chinese Oracle of Change [The First,Rudolf and Stephen Karcher (translated by) Ritsema,39205969
"I Ching/The Book of Lines_ A 21st Century View of the IChing, the -- Chetan Parkyn [Parkyn, Chetan] -- 2014 -- Chetan Parkyn -- 9e86b7a2448cefdfaccdd05cb5430a62.pdf",I Ching,i_ching,"The Book of Lines_ A 21st Century View of the IChing, the -- Chetan Parkyn [Parkyn, Chetan] -- 2014 -- Chetan Parkyn -- 9e86b7a2448cefdfaccdd05cb5430a62.pdf",.pdf,9e86b7a2448cefdfaccdd05cb5430a62,"The Book of Lines_ A 21st Century View of the IChing, the","Chetan Parkyn [Parkyn, Chetan]",81336537
I Ching/The complete I Ching -- Alfred  Huang -- isbn13 9781594773860 -- b260a45fecafe85653a5a9f9812141aa -- Anna’s Archive.pdf,I Ching,i_ching,The complete I Ching -- Alfred  Huang -- isbn13 9781594773860 -- b260a45fecafe85653a5a9f9812141aa -- Anna’s Archive.pdf,.pdf,b260a45fecafe85653a5a9f9812141aa,The complete I Ching,Alfred  Huang,6690349
"I Ching/The I Ching or Book of Changes -- Richard (translator) ; Baynes, Cary F_ Wilhem -- Bollingen Series, 2013 -- Princeton University Press -- isbn13 9780691001715 -- ab1b320b884e83b951e57ff49d824621 -- Anna’s Archive.pdf",I Ching,i_ching,"The I Ching or Book of Changes -- Richard (translator) ; Baynes, Cary F_ Wilhem -- Bollingen Series, 2013 -- Princeton University Press -- isbn13 9780691001715 -- ab1b320b884e83b951e57ff49d824621 -- Anna’s Archive.pdf",.pdf,ab1b320b884e83b951e57ff49d824621,The I Ching or Book of Changes,"Richard (translator) ; Baynes, Cary F_ Wilhem",9087688
"I Ching/The I Ching, or, Book of Changes (Bollingen Series XIX) -- Wilhelm and Baynes, trans_ -- Bollingen series, 19, 3d ed_], eighth printing, November -- isbn13 9780691097503 -- f53e2237935cf72214e6a2bcb0ad5b95 -- Anna’s Archive.pdf",I Ching,i_ching,"The I Ching, or, Book of Changes (Bollingen Series XIX) -- Wilhelm and Baynes, trans_ -- Bollingen series, 19, 3d ed_], eighth printing, November -- isbn13 9780691097503 -- f53e2237935cf72214e6a2bcb0ad5b95 -- Anna’s Archive.pdf",.pdf,f53e2237935cf72214e6a2bcb0ad5b95,"The I Ching, or, Book of Changes (Bollingen Series XIX)","Wilhelm and Baynes, trans_",22897422
"I Ching/Understanding the I ching _ the Wilhelm lectures on the -- Wilhelm, Hellmut & Richard (Tr_ Cary Banes & Irene Eber) -- Bollingen Series XIX _ 2, -- isbn13 9780691001715 -- d7ccdfc52e41f03909ad6b37e83ee89a -- Anna’s Archive.pdf",I Ching,i_ching,"Understanding the I ching _ the Wilhelm lectures on the -- Wilhelm, Hellmut & Richard (Tr_ Cary Banes & Irene Eber) -- Bollingen Series XIX _ 2, -- isbn13 9780691001715 -- d7ccdfc52e41f03909ad6b37e83ee89a -- Anna’s Archive.pdf",.pdf,d7ccdfc52e41f03909ad6b37e83ee89a,Understanding the I ching _ the Wilhelm lectures on the,"Wilhelm, Hellmut & Richard (Tr_ Cary Banes & Irene Eber)",32910833
"I Ching/Unearthing the Changes_ Recently Discovered Manuscripts of -- Shaughnessy, Edward L_; -- 1, 1, 2014 -- 8dcb2be4ef8d88e8bdda28ef43b81967 -- Anna’s Archive.pdf",I Ching,i_ching,"Unearthing the Changes_ Recently Discovered Manuscripts of -- Shaughnessy, Edward L_; -- 1, 1, 2014 -- 8dcb2be4ef8d88e8bdda28ef43b81967 -- Anna’s Archive.pdf",.pdf,8dcb2be4ef8d88e8bdda28ef43b81967,Unearthing the Changes_ Recently Discovered Manuscripts of,"Shaughnessy, Edward L_;",3927063
"joveish/alterna K3 schule Brhajjatakam = Varahamihira's Brihat jataka -- India, 1929 -- oclc 6359909 -- fb662e0ccbaa57e48c781cacad32401e.zip",joveish,jyotish,"alterna K3 schule Brhajjatakam = Varahamihira's Brihat jataka -- India, 1929 -- oclc 6359909 -- fb662e0ccbaa57e48c781cacad32401e.zip",.zip,fb662e0ccbaa57e48c781cacad32401e,alterna K3 schule Brhajjatakam = Varahamihira's Brihat jataka,"India, 1929",662252
"joveish/K2+K3/Brihat Parasara Hora Sastra 1 -- Maharshi Parasara -- 1, 1984 -- Ranjan Publications -- 8d0c28cbdc3327fdb3737efba478b3a3 -- Anna’s Archive.pdf",joveish,jyotish,"Brihat Parasara Hora Sastra 1 -- Maharshi Parasara -- 1, 1984 -- Ranjan Publications -- 8d0c28cbdc3327fdb3737efba478b3a3 -- Anna’s Archive.pdf",.pdf,8d0c28cbdc3327fdb3737efba478b3a3,Brihat Parasara Hora Sastra 1,Maharshi Parasara,11285715
"joveish/K2+K3/Brihat Parasara Hora Sastra 2 -- Maharshi Parasara -- 2, 1984 -- Ranjan Publications -- 8d473cc1a9db6764372f0c4b31729147 -- Anna’s Archive.pdf",joveish,jyotish,"Brihat Parasara Hora Sastra 2 -- Maharshi Parasara -- 2, 1984 -- Ranjan Publications -- 8d473cc1a9db6764372f0c4b31729147 -- Anna’s Archive.pdf",.pdf,8d473cc1a9db6764372f0c4b31729147,Brihat Parasara Hora Sastra 2,Maharshi Parasara,11872488
"joveish/K4/Light on life _ an introduction to the astrology of India -- Hart Defouw and Robert Svoboda -- London, New York, England, 1996 -- Penguin Books -- isbn13 9780140195071 -- 81490ad9494f115208db4b55aae71e60 -- Anna’s Archive.pdf",joveish,jyotish,"Light on life _ an introduction to the astrology of India -- Hart Defouw and Robert Svoboda -- London, New York, England, 1996 -- Penguin Books -- isbn13 9780140195071 -- 81490ad9494f115208db4b55aae71e60 -- Anna’s Archive.pdf",.pdf,81490ad9494f115208db4b55aae71e60,Light on life _ an introduction to the astrology of India,Hart Defouw and Robert Svoboda,13466116
"kabalah/kabbalah_hermetic/777 and other Qabalistic writings of Aleister Crowley _ -- Aleister Crowley, Israel Regardie, Israel Regardie -- 1st pbk_ ed, York Beach, Me, 1986, -- isbn13 9780877282228 -- 5c7ac7e6c873b99be7191f22d5be718a -- Anna’s Archive.pdf",kabalah,kabbalah_hermetic,"777 and other Qabalistic writings of Aleister Crowley _ -- Aleister Crowley, Israel Regardie, Israel Regardie -- 1st pbk_ ed, York Beach, Me, 1986, -- isbn13 9780877282228 -- 5c7ac7e6c873b99be7191f22d5be718a -- Anna’s Archive.pdf",.pdf,5c7ac7e6c873b99be7191f22d5be718a,777 and other Qabalistic writings of Aleister Crowley _,"Aleister Crowley, Israel Regardie, Israel Regardie",936917
"kabalah/kabbalah_hermetic/777 and other Qabalistic writings of Aleister Crowley _ -- Aleister Crowley; Israel Regardie; C_ Allan Bennett -- 1st pbk_ ed, York Beach, Me, 1986, -- isbn13 9780877282228 -- 5ddcfe53fd6cc1e6464e12199e8ade4a -- Anna’s Archive.pdf",kabalah,kabbalah_hermetic,"777 and other Qabalistic writings of Aleister Crowley _ -- Aleister Crowley; Israel Regardie; C_ Allan Bennett -- 1st pbk_ ed, York Beach, Me, 1986, -- isbn13 9780877282228 -- 5ddcfe53fd6cc1e6464e12199e8ade4a -- Anna’s Archive.pdf",.pdf,5ddcfe53fd6cc1e6464e12199e8ade4a,777 and other Qabalistic writings of Aleister Crowley _,Aleister Crowley; Israel Regardie; C_ Allan Bennett,34705755
kabalah/kabbalah_hermetic/A Garden of Pomegranates -- Israel Regardie -- 2007 -- 0f02208bd9ac7c63c0e3a95b07eac905 -- Anna’s Archive.pdf,kabalah,kabbalah_hermetic,A Garden of Pomegranates -- Israel Regardie -- 2007 -- 0f02208bd9ac7c63c0e3a95b07eac905 -- Anna’s Archive.pdf,.pdf,0f02208bd9ac7c63c0e3a95b07eac905,A Garden of Pomegranates,Israel Regardie,8343424
kabalah/kabbalah_hermetic/The Middle Pillar -- Israel Regardie -- 2005 -- 409de07045bce7c1fb59c15704835b4c -- Anna’s Archive.pdf,kabalah,kabbalah_hermetic,The Middle Pillar -- Israel Regardie -- 2005 -- 409de07045bce7c1fb59c15704835b4c -- Anna’s Archive.pdf,.pdf,409de07045bce7c1fb59c15704835b4c,The Middle Pillar,Israel Regardie,11213887
kabalah/kabbalah_hermetic/The Mystical Qabalah -- Dion Fortune -- 2019 -- Global Grey -- 4bea12dd404ef9eb716f50e7b5b4c9b8 -- Anna’s Archive.pdf,kabalah,kabbalah_hermetic,The Mystical Qabalah -- Dion Fortune -- 2019 -- Global Grey -- 4bea12dd404ef9eb716f50e7b5b4c9b8 -- Anna’s Archive.pdf,.pdf,4bea12dd404ef9eb716f50e7b5b4c9b8,The Mystical Qabalah,Dion Fortune,4006534
